net,length_um
_0260_,13.9
_2952_,13.9
_2423_,13.89
_0223_,13.88
_0848_,13.88
_1991_,13.88
_2305_,13.88
_3037_,13.88
_1675_,13.86
_0450_,13.85
_1232_,13.84
_1347_,13.84
_0369_,13.82
u_interface.core_attn_out\[28\],13.82
_2452_,13.8
_0460_,13.76
_1076_,13.76
_2812_,13.76
_2998_,13.745
_0784_,13.74
_0585_,13.72
_1345_,13.72
_2427_,13.72
_1164_,13.7
_0954_,13.68
_2384_,13.66
_2632_,13.66
_2892_,13.65
_1848_,13.64
_2124_,13.6
_2349_,13.6
_1574_,13.58
_2523_,13.58
_0834_,13.56
_2900_,13.56
_0854_,13.54
_0678_,13.52
_1736_,13.52
_1965_,13.52
_2775_,13.52
_2799_,13.52
_1044_,13.5
_1682_,13.5
_3033_,13.5
net88,13.5
_2962_,13.48
_1215_,13.47
_1048_,13.46
_2777_,13.46
_1293_,13.44
_1089_,13.42
_1238_,13.42
_1242_,13.42
_1485_,13.42
_0839_,13.4
_0994_,13.4
_2025_,13.4
_2140_,13.4
_0427_,13.38
_1021_,13.38
_1966_,13.38
_0512_,13.36
_0997_,13.36
_2184_,13.36
_1116_,13.34
_2187_,13.34
_2853_,13.34
_1925_,13.32
_1278_,13.3
_1364_,13.3
_2131_,13.28
_0788_,13.26
_1080_,13.26
_1555_,13.26
_2490_,13.26
_2807_,13.26
_2874_,13.26
_2820_,13.255
_0840_,13.245
_0301_,13.24
_0809_,13.22
_2312_,13.22
net65,13.215
_0581_,13.2
_1202_,13.18
_2974_,13.18
_2988_,13.18
_1542_,13.16
_0759_,13.14
_1598_,13.14
_1536_,13.13
_1000_,13.1
_1084_,13.1
_1548_,13.1
_2752_,13.1
_3041_,13.1
_0919_,13.08
_2197_,13.08
_2315_,13.08
_1960_,13.06
_2032_,13.06
_2300_,13.06
_1436_,13.04
_1754_,13.04
_2790_,13.04
_0955_,13.02
_2331_,13.02
_0591_,13
_2177_,13
_0689_,12.98
_1128_,12.98
_2022_,12.98
_0246_,12.97
_1865_,12.96
_2299_,12.94
_0801_,12.92
_0826_,12.92
_0887_,12.92
_1008_,12.92
_1094_,12.92
_2000_,12.92
_2196_,12.92
_0017_,12.9
_1683_,12.88
_2007_,12.88
_1750_,12.84
_2236_,12.84
_2470_,12.84
_1181_,12.82
_2663_,12.82
_0110_,12.805
_2493_,12.8
u_interface.core_attn_out\[30\],12.8
_2460_,12.78
_1424_,12.75
_2086_,12.72
_2061_,12.7
_0684_,12.68
_0307_,12.66
_0724_,12.64
_2182_,12.64
_2375_,12.64
_0323_,12.62
_1150_,12.62
_2614_,12.62
_0637_,12.6
_1649_,12.6
_2426_,12.6
_2817_,12.6
_0644_,12.58
_1184_,12.58
_1279_,12.58
_0996_,12.56
_3039_,12.56
_0406_,12.54
_1070_,12.54
_1602_,12.54
_2801_,12.54
_2448_,12.525
_1222_,12.52
_2455_,12.52
net113,12.52
_0555_,12.5
_0873_,12.5
_2302_,12.5
_1063_,12.48
_1886_,12.48
_2377_,12.48
_2830_,12.48
_1247_,12.46
_1847_,12.46
_1872_,12.46
u_interface.u_compute_core.mac_accum\[2\],12.46
_1339_,12.44
_1461_,12.44
_2361_,12.42
_2757_,12.42
u_interface.core_attn_out\[5\],12.42
_0440_,12.4
_1479_,12.38
_1489_,12.38
_2096_,12.38
_0738_,12.36
_2044_,12.36
_0679_,12.34
_1784_,12.34
_3003_,12.34
_0766_,12.3
_1005_,12.3
_0745_,12.26
_1894_,12.26
_2869_,12.26
_2871_,12.24
_0119_,12.205
_0204_,12.2
_0956_,12.2
_1175_,12.2
_1665_,12.2
_0765_,12.18
_0770_,12.18
_2402_,12.18
_1986_,12.16
_2921_,12.16
net7,12.16
_1017_,12.155
_1085_,12.14
_1692_,12.14
_1998_,12.14
_2046_,12.14
net73,12.14
_1182_,12.12
_0306_,12.1
_0838_,12.1
_1352_,12.1
_1732_,12.1
_2168_,12.1
_0545_,12.08
_0786_,12.08
_1172_,12.08
_1363_,12.08
_2341_,12.08
_2983_,12.08
u_interface.core_attn_out\[14\],12.08
_1393_,12.06
_1875_,12.06
_2758_,12.06
_1199_,12.05
_0706_,12.04
_2442_,12.04
_2964_,12.04
_3027_,12.04
u_interface.u_compute_core.u_mac.product_reg\[3\],12.04
_0329_,12.03
_1460_,12.03
_0880_,12.02
_2987_,12.02
_0758_,12
_0923_,12
_1334_,12
_1383_,12
_1452_,12
_2232_,12
_0308_,11.96
_1198_,11.96
_2978_,11.96
_0224_,11.94
_0676_,11.92
_1761_,11.9
_1378_,11.86
_1805_,11.86
_0802_,11.84
_0978_,11.82
_1102_,11.82
_1060_,11.8
_1111_,11.8
_0507_,11.78
_1127_,11.78
_1145_,11.78
_2700_,11.78
_1025_,11.76
_1026_,11.76
_1700_,11.76
_1983_,11.76
_1315_,11.74
_0616_,11.73
_1059_,11.7
_1088_,11.7
_1896_,11.68
_2224_,11.68
_2368_,11.68
_2989_,11.68
_0465_,11.66
_1095_,11.66
_1283_,11.66
_1743_,11.66
_0257_,11.64
_0449_,11.64
_1673_,11.64
_1224_,11.62
_1367_,11.62
_0233_,11.59
_0859_,11.59
_0568_,11.58
_0778_,11.58
_0950_,11.58
_1667_,11.58
_2409_,11.58
_2682_,11.58
_0542_,11.56
_2206_,11.56
_0171_,11.545
_1722_,11.54
_2200_,11.52
_1696_,11.5
_1905_,11.48
_1672_,11.46
_1738_,11.44
_1815_,11.44
_0358_,11.42
_3034_,11.42
_2403_,11.4
_1924_,11.38
_1568_,11.36
_1478_,11.34
_0213_,11.32
_0963_,11.32
_1033_,11.32
_2497_,11.32
_2849_,11.32
_0606_,11.3
_2052_,11.3
_2350_,11.3
_2803_,11.3
_0627_,11.28
_1256_,11.28
_1788_,11.28
_0561_,11.24
_1264_,11.24
_2260_,11.24
_2324_,11.24
_0141_,11.235
_2779_,11.22
_1752_,11.21
_0582_,11.2
_1316_,11.2
_1453_,11.2
_1463_,11.2
_1763_,11.2
_1907_,11.2
_2573_,11.2
_0799_,11.18
_1285_,11.18
_0404_,11.16
_1322_,11.16
_1709_,11.16
u_interface.u_compute_core.relu_data\[8\],11.16
_0661_,11.14
s_tvalid,11.14
_0705_,11.13
_0715_,11.12
_2227_,11.12
_2606_,11.12
_0274_,11.1
_0466_,11.1
_0787_,11.1
_1395_,11.085
_0455_,11.08
_0726_,11.08
_1528_,11.08
_1829_,11.08
_2395_,11.08
_3042_,11.08
_0273_,11.06
_0445_,11.06
net98,11.06
net191,11.055
_0828_,11.04
_1882_,11.03
_0175_,11.02
_2316_,11
_0952_,10.96
_2330_,10.96
_2114_,10.94
_1290_,10.92
_1701_,10.92
_1781_,10.92
_2332_,10.92
_2165_,10.88
_0833_,10.86
_1503_,10.86
_2776_,10.86
_0441_,10.84
_0717_,10.84
_0841_,10.84
_1096_,10.84
_1933_,10.84
_0530_,10.82
_0760_,10.82
_1407_,10.82
_1703_,10.82
_1151_,10.8
_0074_,10.785
_0804_,10.78
_1634_,10.78
_2366_,10.78
_3023_,10.78
_0443_,10.76
_1499_,10.76
_0210_,10.74
_0874_,10.74
_1742_,10.74
_1759_,10.74
_0376_,10.72
_0609_,10.72
_3024_,10.72
_0035_,10.705
_0664_,10.7
_0697_,10.7
_1075_,10.7
_1603_,10.7
_1866_,10.7
_1973_,10.7
_2188_,10.7
_2242_,10.7
_2895_,10.7
_3002_,10.7
_1488_,10.68
_1546_,10.68
_1972_,10.66
_2211_,10.66
_2934_,10.66
_0124_,10.655
_0862_,10.64
_1421_,10.64
_0670_,10.62
_0794_,10.62
_1430_,10.62
_1724_,10.62
_2213_,10.62
u_interface.core_attn_out\[17\],10.62
_0808_,10.6
_1273_,10.6
_2536_,10.6
_1861_,10.58
_2541_,10.58
_2537_,10.56
_1814_,10.54
_2002_,10.54
_0429_,10.52
_0293_,10.5
_1561_,10.5
_0469_,10.46
_0687_,10.46
_1062_,10.46
_1122_,10.46
_1439_,10.46
_2565_,10.46
_2744_,10.46
_3036_,10.46
_1187_,10.44
_1792_,10.44
_2094_,10.42
_1741_,10.4
_1282_,10.38
_1612_,10.38
_0205_,10.36
_1370_,10.36
_2956_,10.36
_0280_,10.34
_2229_,10.34
_2233_,10.34
net155,10.34
_1635_,10.32
_0864_,10.3
_1235_,10.3
net110,10.3
_1268_,10.28
_1457_,10.28
_1832_,10.28
_1978_,10.28
_2057_,10.28
_2170_,10.28
_2337_,10.28
net75,10.28
net169,10.28
_1535_,10.26
_2864_,10.26
_1100_,10.24
_1557_,10.24
_2154_,10.24
_1484_,10.22
_0415_,10.2
_0655_,10.2
_1718_,10.2
_2117_,10.2
_1523_,10.18
_1715_,10.18
_2146_,10.18
_2524_,10.18
_0691_,10.16
_0829_,10.16
_1616_,10.16
_1772_,10.16
_2543_,10.16
_2013_,10.12
s_tdata[12],10.1
_1343_,10.08
_1632_,10.08
_1909_,10.08
_2042_,10.08
_2190_,10.08
_2505_,10.08
_1589_,10.06
_2461_,10.06
_1527_,10.04
_3004_,10.04
_1294_,10.02
_0599_,10
_1047_,10
_1406_,10
_1930_,10
_0861_,9.98
_0476_,9.96
_1255_,9.96
_1838_,9.96
_2059_,9.96
_2837_,9.96
_2901_,9.96
_0514_,9.94
_1822_,9.94
_2313_,9.94
_2651_,9.94
_2858_,9.94
_0212_,9.935
_0254_,9.92
_1061_,9.92
_1257_,9.92
_1962_,9.92
_2811_,9.92
_1234_,9.9
_1579_,9.9
_0878_,9.88
_2456_,9.88
_2951_,9.88
_2980_,9.88
_0007_,9.865
_0284_,9.86
_2065_,9.86
_2927_,9.86
_2981_,9.86
_1595_,9.84
_1778_,9.84
_2076_,9.84
_0824_,9.82
_1270_,9.82
_1517_,9.82
_2028_,9.82
_1678_,9.8
_0532_,9.78
_0720_,9.78
_2178_,9.78
_2338_,9.78
_2850_,9.78
net78,9.78
_0290_,9.74
_0396_,9.74
_1007_,9.74
_1091_,9.74
_1519_,9.74
_2160_,9.74
_2888_,9.74
_0403_,9.72
_1643_,9.72
_2851_,9.72
_2860_,9.72
_0238_,9.7
_0579_,9.7
_1161_,9.7
_1757_,9.7
_2955_,9.7
_0335_,9.68
_1448_,9.68
_2370_,9.68
_1223_,9.675
_2029_,9.66
_3040_,9.66
m_tready,9.64
s_tdata[10],9.64
s_tdata[18],9.64
_0538_,9.62
_1029_,9.62
_1045_,9.62
_1054_,9.62
_2540_,9.62
_2966_,9.62
_2971_,9.62
_1210_,9.6
_1418_,9.6
_1751_,9.59
_0104_,9.585
_0438_,9.58
_0969_,9.58
_1203_,9.58
_1284_,9.58
_2003_,9.58
u_interface.u_compute_core.u_mac.product_reg\[8\],9.58
_1028_,9.54
_2454_,9.54
_2883_,9.54
_0520_,9.52
_0986_,9.52
net173,9.52
net215,9.52
_2214_,9.515
_0411_,9.5
_0746_,9.5
_1455_,9.5
_1566_,9.5
_2014_,9.5
_2155_,9.5
_0144_,9.495
_1246_,9.48
_1504_,9.48
_1824_,9.48
_2513_,9.48
_2627_,9.48
net154,9.48
net158,9.48
_0416_,9.46
_2228_,9.46
_0366_,9.44
_0865_,9.44
_1149_,9.44
_2690_,9.44
net68,9.44
_2417_,9.43
_1642_,9.42
_1975_,9.42
_2412_,9.4
_1580_,9.38
_2969_,9.38
_0085_,9.375
_0208_,9.36
_0232_,9.36
_0792_,9.36
_0798_,9.36
_1208_,9.36
_1982_,9.36
_2116_,9.36
_2533_,9.36
net64,9.36
_2416_,9.34
_2339_,9.32
_2558_,9.32
_2687_,9.32
s_tdata[11],9.3
_1163_,9.28
_2036_,9.28
_2508_,9.275
_0305_,9.26
_0349_,9.26
_0471_,9.26
_1995_,9.26
_2995_,9.26
_0256_,9.24
_0270_,9.24
_0686_,9.24
_0882_,9.24
_1064_,9.24
_1413_,9.24
_1810_,9.24
_1990_,9.24
_2126_,9.24
_2162_,9.24
_2164_,9.24
_1582_,9.22
_1919_,9.22
_2866_,9.21
_1862_,9.2
_0338_,9.16
_0936_,9.16
_1281_,9.16
_2091_,9.16
net83,9.16
_1611_,9.14
_2768_,9.14
_0258_,9.12
_0287_,9.12
_1465_,9.12
_1955_,9.12
_2112_,9.12
_0563_,9.1
_0554_,9.08
_1221_,9.08
_1459_,9.08
_2485_,9.08
_1571_,9.06
_2531_,9.06
_2657_,9.06
_2972_,9.06
_0708_,9.04
_1609_,9.04
_1885_,9.04
_2148_,9.04
_1260_,9.02
_1576_,9.02
_1676_,9.02
_0701_,8.98
_0893_,8.98
_0957_,8.98
_0990_,8.98
_1617_,8.98
_1704_,8.98
_2635_,8.98
_2685_,8.98
_2720_,8.98
_2975_,8.98
_0292_,8.96
_1086_,8.96
_1893_,8.96
m_tdata[14],8.96
m_tdata[30],8.96
m_tdata[31],8.96
m_tdata[3],8.96
m_tdata[6],8.96
m_tdata[9],8.96
m_tvalid,8.96
_0505_,8.94
_1357_,8.94
_2380_,8.94
_2821_,8.94
_2996_,8.94
_0267_,8.935
_0953_,8.92
_1123_,8.92
_1900_,8.92
_0250_,8.9
_0461_,8.9
_0564_,8.9
_0640_,8.9
_0891_,8.9
_1074_,8.9
_1340_,8.9
_1833_,8.9
_2111_,8.9
_3031_,8.9
_0972_,8.88
_1508_,8.86
_2241_,8.86
m_tdata[22],8.85
m_tdata[23],8.85
_3011_,8.84
s_tdata[23],8.84
_0392_,8.82
_1892_,8.82
_1914_,8.82
_2043_,8.82
_2343_,8.82
_2743_,8.82
net111,8.82
_1289_,8.8
_1623_,8.8
_2072_,8.8
_2401_,8.8
_0501_,8.78
_0646_,8.78
_1228_,8.78
_1369_,8.78
_1384_,8.78
_1477_,8.78
_1583_,8.78
_0550_,8.76
_1853_,8.76
_0830_,8.755
_0109_,8.745
_1157_,8.72
_1908_,8.72
rst,8.72
s_tdata[13],8.72
s_tdata[14],8.72
s_tdata[15],8.72
s_tdata[16],8.72
s_tdata[17],8.72
s_tdata[19],8.72
s_tdata[20],8.72
s_tdata[21],8.72
s_tdata[22],8.72
s_tdata[8],8.72
s_tdata[9],8.72
_2010_,8.7
_2234_,8.7
_2925_,8.7
_2958_,8.7
_3022_,8.7
_1291_,8.685
_0334_,8.68
_1918_,8.68
_1959_,8.68
net187,8.68
_0209_,8.66
_0709_,8.66
_0868_,8.66
_0931_,8.66
_1573_,8.66
_1129_,8.62
_2038_,8.62
_1276_,8.6
_1297_,8.6
_1837_,8.6
_2290_,8.6
_2630_,8.6
_0729_,8.59
_0473_,8.58
_1037_,8.58
_1857_,8.58
_2639_,8.58
_2976_,8.58
_3000_,8.58
net102,8.58
_0019_,8.565
_0322_,8.56
_0763_,8.56
_1937_,8.56
_2599_,8.56
_0588_,8.54
_0051_,8.525
_2813_,8.52
m_tdata[19],8.51
m_tdata[20],8.51
m_tdata[21],8.51
m_tdata[24],8.51
m_tdata[27],8.51
_2080_,8.5
_2389_,8.5
m_tdata[0],8.5
m_tdata[10],8.5
m_tdata[11],8.5
m_tdata[12],8.5
m_tdata[13],8.5
m_tdata[1],8.5
m_tdata[29],8.5
m_tdata[2],8.5
m_tdata[4],8.5
m_tdata[5],8.5
m_tdata[7],8.5
m_tdata[8],8.5
s_tready,8.5
_1305_,8.49
_0922_,8.48
_2216_,8.48
_2398_,8.48
_2399_,8.48
_2443_,8.48
_2747_,8.48
_2944_,8.48
_1299_,8.46
_1760_,8.46
_2838_,8.46
_0424_,8.44
_0690_,8.44
_1915_,8.44
_2422_,8.44
_2621_,8.44
_2789_,8.44
_2910_,8.44
_0362_,8.42
_1758_,8.42
_2760_,8.42
_0533_,8.4
_0973_,8.4
_1335_,8.4
_2495_,8.4
_2556_,8.4
_2800_,8.4
_2933_,8.4
_2288_,8.38
_0577_,8.36
_0821_,8.36
_1681_,8.36
_2529_,8.36
_2816_,8.36
_2959_,8.36
_0073_,8.34
_0231_,8.34
_1923_,8.34
_2215_,8.34
_1117_,8.32
_1178_,8.32
_1449_,8.32
_2244_,8.32
_2489_,8.32
net137,8.305
_1359_,8.3
_1762_,8.3
_0003_,8.285
_2786_,8.26
_2924_,8.26
_0497_,8.24
_0669_,8.24
_0937_,8.24
_1880_,8.24
_2783_,8.24
_3030_,8.22
_0863_,8.215
_0725_,8.2
_1613_,8.2
_1621_,8.2
_2123_,8.2
_2782_,8.2
_2507_,8.195
_1903_,8.18
_0058_,8.165
_1952_,8.16
_0215_,8.14
_1495_,8.14
_0272_,8.12
_1511_,8.12
_1533_,8.12
_2451_,8.12
_2823_,8.12
_0820_,8.1
_1768_,8.1
_2125_,8.1
_2364_,8.1
_2397_,8.1
_0298_,8.08
_1470_,8.08
_2328_,8.08
_0154_,8.065
_0202_,8.065
_2089_,8.06
_2317_,8.06
_2686_,8.06
_0146_,8.025
_0374_,8.02
_1069_,8.02
_2511_,8.02
_0780_,8
_1525_,8
_2363_,8
_0004_,7.985
_0315_,7.98
_0395_,7.98
_0761_,7.98
_2100_,7.98
u_interface.u_compute_core.u_av.valid_a,7.98
_1458_,7.96
_2247_,7.94
_2525_,7.94
_2636_,7.94
_2642_,7.94
_0031_,7.92
_0750_,7.9
_1671_,7.9
_1787_,7.9
_1901_,7.9
_2090_,7.9
_2464_,7.9
net220,7.9
_0976_,7.88
_2132_,7.88
_2237_,7.88
_0330_,7.86
_0384_,7.86
_0430_,7.86
_0617_,7.86
_2239_,7.86
_2342_,7.86
_2429_,7.86
_1169_,7.84
_0084_,7.825
_2542_,7.82
_1016_,7.8
_2939_,7.8
_3028_,7.8
_1348_,7.795
_0159_,7.785
_0602_,7.78
_1349_,7.78
_1501_,7.78
_1544_,7.78
_1987_,7.78
_2257_,7.78
net93,7.78
_0401_,7.77
_0102_,7.765
_0138_,7.765
_0837_,7.76
_1767_,7.76
_2477_,7.76
_0319_,7.74
_0626_,7.74
_1483_,7.74
_0610_,7.72
_1108_,7.72
_2378_,7.7
_2877_,7.7
_0383_,7.68
_1624_,7.68
net100,7.68
net186,7.68
net201,7.68
_0230_,7.66
_0244_,7.66
_0373_,7.66
_0478_,7.66
_0742_,7.66
_2141_,7.66
_2307_,7.66
_2410_,7.66
_2967_,7.655
_0048_,7.645
_0876_,7.64
_0895_,7.64
_2385_,7.64
_2571_,7.64
_2696_,7.64
_2870_,7.64
_0402_,7.6
_2099_,7.6
_2292_,7.6
_2293_,7.6
_2572_,7.6
_0791_,7.58
_0913_,7.58
_1423_,7.58
_1620_,7.58
_1831_,7.58
_0002_,7.565
_0041_,7.565
_0695_,7.56
_2075_,7.56
_2519_,7.56
_2884_,7.56
_2923_,7.56
_1680_,7.555
_2137_,7.54
_0318_,7.52
_0666_,7.52
_0668_,7.52
_0776_,7.52
_0888_,7.52
_1009_,7.52
_1298_,7.52
_1311_,7.52
_1500_,7.52
_1512_,7.52
_1674_,7.52
_2391_,7.52
_2534_,7.52
_2810_,7.52
_2946_,7.52
_3029_,7.52
_0189_,7.505
_1377_,7.5
_0385_,7.49
m_tdata[28],7.49
_0207_,7.48
_1112_,7.48
_2688_,7.48
_2732_,7.48
_2797_,7.48
_1441_,7.475
_0452_,7.44
_0898_,7.44
_1258_,7.44
_1301_,7.44
_1625_,7.44
_2039_,7.44
_2067_,7.44
_2205_,7.44
_1679_,7.425
_0604_,7.42
_1019_,7.4
_1622_,7.4
_2879_,7.4
net122,7.4
_0437_,7.38
_1698_,7.36
_2748_,7.36
_0629_,7.34
net223,7.34
_1280_,7.32
_1434_,7.32
_1526_,7.32
_1969_,7.32
_2465_,7.32
_2815_,7.32
_2937_,7.32
_3017_,7.3
_0033_,7.285
_2856_,7.28
_1957_,7.24
_1958_,7.24
_2792_,7.24
_1082_,7.22
_1691_,7.22
_2107_,7.22
_2767_,7.22
_0624_,7.2
_0641_,7.2
_1204_,7.2
_2012_,7.2
_0905_,7.18
_0909_,7.18
_1020_,7.18
_1382_,7.18
_2334_,7.18
_2400_,7.18
_2514_,7.18
_2719_,7.18
net105,7.16
_0628_,7.14
_2289_,7.12
_1389_,7.115
_0314_,7.1
_0660_,7.1
_0774_,7.1
_1004_,7.1
_1338_,7.1
_2015_,7.1
_2088_,7.1
_2560_,7.1
net197,7.1
net207,7.1
_1065_,7.08
_2503_,7.08
_2771_,7.08
_0249_,7.06
_0363_,7.06
_0580_,7.06
_1560_,7.06
_1764_,7.06
_2333_,7.06
_2538_,7.06
_2624_,7.06
_0932_,7.04
_0107_,7.02
_0021_,7
_0101_,7
_1820_,7
_2208_,7
_0418_,6.98
_1385_,6.98
_2553_,6.98
_1036_,6.96
_1137_,6.96
_1819_,6.96
_1929_,6.96
_0752_,6.94
_0764_,6.94
_1538_,6.94
_1809_,6.94
_0180_,6.935
_0047_,6.925
_0772_,6.91
_0601_,6.9
net196,6.9
_0405_,6.88
net90,6.88
_0527_,6.86
_0578_,6.86
_1992_,6.86
_3018_,6.86
net106,6.86
_0342_,6.84
_0890_,6.84
_2078_,6.84
_0089_,6.825
_1641_,6.82
_1668_,6.78
_1970_,6.78
_2296_,6.78
_2912_,6.78
_1001_,6.76
_1989_,6.76
_2552_,6.76
net183,6.76
net184,6.76
_0513_,6.74
_0883_,6.74
_1375_,6.74
_1846_,6.74
_2191_,6.74
_2226_,6.74
_0407_,6.72
_1411_,6.72
_2480_,6.72
_2559_,6.72
_2578_,6.72
_2648_,6.72
_2886_,6.72
_0757_,6.66
_1156_,6.66
_1420_,6.66
_2645_,6.66
_1220_,6.645
_0261_,6.64
_0388_,6.64
_0435_,6.64
_1481_,6.64
_1948_,6.64
_2101_,6.64
_2204_,6.64
_2547_,6.64
_2564_,6.64
net101,6.64
_1053_,6.62
_1569_,6.62
_2066_,6.62
_0350_,6.6
_0549_,6.6
_0985_,6.6
_1155_,6.6
_1188_,6.6
_2388_,6.6
_2546_,6.6
_2761_,6.6
net69,6.6
net166,6.6
_2557_,6.58
_1803_,6.57
_2567_,6.54
u_interface.u_compute_core.relu_data\[17\],6.54
_0858_,6.52
_0967_,6.52
_1038_,6.52
_1261_,6.52
_1454_,6.52
_1532_,6.52
_2822_,6.52
_2842_,6.52
_0713_,6.5
_0718_,6.5
_2027_,6.5
_2212_,6.5
_0082_,6.485
_0470_,6.48
_0683_,6.48
_1360_,6.48
_1405_,6.48
_2181_,6.48
net76,6.48
net115,6.48
_0511_,6.46
_0071_,6.425
_2145_,6.42
_0508_,6.4
_0867_,6.4
_1124_,6.4
_1607_,6.4
_1744_,6.4
_1776_,6.4
_2005_,6.4
_2105_,6.4
_2150_,6.4
_2195_,6.4
net203,6.4
_0583_,6.38
_0196_,6.365
_0825_,6.36
_2532_,6.36
_2788_,6.36
_3006_,6.36
_0806_,6.35
_0989_,6.32
_2354_,6.32
_2917_,6.32
s_tdata[2],6.31
_0456_,6.3
_1658_,6.3
_1951_,6.3
_2351_,6.3
_2693_,6.3
net151,6.3
net179,6.3
net180,6.3
_1426_,6.28
_1802_,6.28
_1840_,6.28
_0282_,6.26
_0694_,6.26
_0831_,6.26
_1018_,6.26
_1259_,6.26
_1507_,6.26
_1556_,6.26
_1575_,6.26
_2392_,6.26
_1115_,6.2
_2172_,6.2
_2322_,6.2
_2526_,6.2
_2712_,6.2
_2310_,6.19
_1961_,6.18
_2220_,6.18
_2258_,6.18
_2259_,6.18
_2323_,6.18
_2588_,6.18
_2795_,6.18
_2819_,6.18
_2828_,6.18
net80,6.18
_0723_,6.16
_1092_,6.16
_2040_,6.16
_0336_,6.14
_0719_,6.14
_1049_,6.14
_1286_,6.14
_1304_,6.14
_1618_,6.14
_1944_,6.14
_2295_,6.14
_2475_,6.14
net134,6.14
_1240_,6.12
_0434_,6.06
_0756_,6.06
_1450_,6.06
_1537_,6.06
_2166_,6.06
_2194_,6.06
_2325_,6.06
_2437_,6.06
_2880_,6.06
_2999_,6.06
_2006_,6.04
_0092_,6.025
_0333_,6.02
_1985_,6.02
_2481_,6.02
_0013_,5.985
s_tdata[5],5.97
_0043_,5.965
_0131_,5.965
_0184_,5.965
net190,5.96
_0295_,5.94
_0467_,5.94
_0541_,5.94
_0618_,5.94
_1135_,5.94
_1295_,5.94
_1529_,5.94
_1782_,5.94
_1954_,5.94
_2209_,5.94
_2808_,5.94
_0387_,5.86
_0462_,5.86
_0879_,5.86
_2041_,5.86
_2446_,5.86
_2829_,5.86
_1126_,5.84
_1331_,5.84
_1614_,5.84
_2347_,5.84
_2577_,5.84
_2638_,5.84
_2724_,5.84
_2726_,5.84
_2787_,5.84
_2793_,5.84
_2986_,5.84
_0235_,5.82
_0271_,5.82
_0446_,5.82
_1039_,5.82
_1262_,5.82
_1654_,5.82
_1850_,5.82
_0028_,5.805
_1081_,5.8
_1842_,5.8
_1934_,5.8
_2522_,5.8
_2876_,5.8
net11,5.8
net135,5.8
_0012_,5.765
_0264_,5.74
_0528_,5.74
_1087_,5.74
_1830_,5.74
_2128_,5.74
_2804_,5.74
_0681_,5.73
_0077_,5.725
_0296_,5.72
_0344_,5.72
_0391_,5.72
_1230_,5.72
_1775_,5.72
_2062_,5.72
_2071_,5.72
_2418_,5.72
_2762_,5.72
net77,5.72
net170,5.72
net178,5.72
_2008_,5.7
_2466_,5.7
_0316_,5.68
_0912_,5.68
_2253_,5.68
_2515_,5.68
_2530_,5.68
_2594_,5.68
_2718_,5.68
_2731_,5.68
_2844_,5.68
_2968_,5.68
net96,5.68
_0195_,5.645
_0062_,5.62
_2494_,5.62
_2510_,5.62
net66,5.62
_0121_,5.605
_0526_,5.6
_1572_,5.6
_1968_,5.6
net109,5.6
_0050_,5.58
net107,5.58
_0832_,5.56
net91,5.56
_0133_,5.555
_1717_,5.52
_2661_,5.52
_0098_,5.505
_1687_,5.5
_2230_,5.5
_2221_,5.48
_0454_,5.46
_1366_,5.46
_2122_,5.46
_0977_,5.44
s_tdata[4],5.41
_0219_,5.4
_0451_,5.4
_2056_,5.4
_3032_,5.4
net202,5.4
_0351_,5.38
_0483_,5.38
_0961_,5.38
_1652_,5.38
_1659_,5.38
_1770_,5.38
_1906_,5.38
_2018_,5.38
_2106_,5.38
_2379_,5.38
_2463_,5.38
_2561_,5.38
_2612_,5.38
_2715_,5.38
_2780_,5.38
_2885_,5.38
_2899_,5.38
_2907_,5.38
net92,5.38
net116,5.38
net153,5.38
_0251_,5.36
_0983_,5.36
_1610_,5.36
_1921_,5.36
_0185_,5.345
_0214_,5.34
_0313_,5.34
_0432_,5.34
_0433_,5.34
_0885_,5.34
_0920_,5.34
_1046_,5.34
_1243_,5.34
_1647_,5.34
_1779_,5.34
_2033_,5.34
_2225_,5.34
_2467_,5.34
_2518_,5.34
_2562_,5.34
_2750_,5.34
_2755_,5.34
_2774_,5.34
_2814_,5.34
_2906_,5.34
net12,5.34
s_tdata[0],5.29
_0170_,5.28
_0482_,5.28
_1876_,5.28
_2275_,5.28
_2707_,5.28
_0034_,5.265
_0218_,5.26
_0716_,5.26
_0900_,5.26
_1055_,5.26
_1471_,5.26
_1640_,5.26
_1783_,5.26
_1828_,5.26
_2267_,5.26
_2329_,5.26
_2482_,5.26
_2678_,5.26
_2698_,5.26
_2965_,5.26
net165,5.26
_1216_,5.25
_0100_,5.245
_1148_,5.24
_1932_,5.24
_2894_,5.225
_0442_,5.22
_0464_,5.22
_0565_,5.22
_1505_,5.22
_2051_,5.22
_2255_,5.22
_2563_,5.22
_2677_,5.22
_2730_,5.22
_2902_,5.22
net87,5.22
net104,5.22
_0200_,5.16
_2092_,5.16
_0368_,5.14
_0417_,5.14
_1604_,5.14
_2102_,5.14
_2167_,5.14
_2171_,5.14
_2826_,5.14
_1581_,5.12
_0111_,5.095
_0094_,5.085
m_tdata[16],5.07
m_tdata[18],5.07
s_tdata[1],5.07
s_tdata[3],5.07
_0136_,5.065
_1976_,5.06
net161,5.06
_0008_,5.045
_0237_,5.02
_0353_,5.02
_0378_,5.02
_1107_,5.02
_1309_,5.02
